Model Name,Dice Coefficient,IoU Score,Pixel Accuracy,Precision,Recall,Hausdorff Distance,Inference Time (ms)
DeepLabV3+_Adam_True,0.9449978198479972,0.5,0.9971654008074504,0.8996916752225845,1.0,0.0,113.37552419522913
DeepLabV3+_Adam_False,0.9362374807421154,0.5,0.9961942347084604,0.8842776061420516,1.0,0.0,110.61223541818013
DeepLabV3+_AdamW_True,0.9418518736368361,0.5121951219512195,0.9964583792337557,0.894851003446457,1.0,0.0,133.2501958056194
DeepLabV3+_AdamW_False,0.9442667683807092,0.5,0.9962944402927305,0.8974586860252772,1.0,0.0,125.93037907670184

Model Name,Dice Coefficient,IoU Score,Pixel Accuracy,Precision,Recall,Hausdorff Distance,Inference Time (ms)
ResUNET++_Adam_True,0.8219167583755117,0.5487804878048781,0.9898545800185785,0.6915426276568217,0.9512195121951219,0.0,147.57344780898677
ResUNET++_Adam_False,0.8073134569820665,0.5975609756097561,0.9900021436737805,0.7033736132195639,0.9512195121951219,0.0,132.21324362405917
ResUNET++_AdamW_True,0.9433306698219805,0.7439024390243902,0.9962390806616807,0.44554058632873916,0.5365853658536586,0.0,159.54521225719918
ResUNET++_AdamW_False,0.9100453211993117,0.6219512195121951,0.9955293608874809,0.7370762234571459,0.8780487804878049,0.0,155.46696360518294

Model Name,Dice Coefficient,IoU Score,Pixel Accuracy,Precision,Recall,Hausdorff Distance,Inference Time (ms)
SegNet_Adam_True,0.9415627643973287,0.5609756097560976,0.9967730452374715,0.8504627991163017,0.9512195121951219,0.0,115.89695767658513
SegNet_Adam_False,0.9399494482069751,0.5365853658536586,0.9972598378251238,0.8445473228243006,0.9512195121951219,0.0,115.73000652034108
SegNet_AdamW_True,0.9404213177016643,0.524390243902439,0.9973752091570598,0.8720401714014303,0.975609756097561,0.0,117.5279966214808
SegNet_AdamW_False,0.9279940909324417,0.5121951219512195,0.9955793241175209,0.8475669249398056,0.975609756097561,0.0,117.35193322344524

Model Name,Dice Coefficient,IoU Score,Pixel Accuracy,Precision,Recall,Hausdorff Distance,Inference Time (ms)
SegNet-Vgg16_Adam_True,0.9094939153866322,0.5121951219512195,0.9945187452362805,0.817157113327324,0.975609756097561,0.0,103.28150377040956
SegNet-Vgg16_Adam_False,0.8041073808155504,0.5121951219512195,0.9878293479361185,0.6663808101757362,0.975609756097561,0.0,113.80085131017174
SegNet-Vgg16_AdamW_True,0.9352406359024521,0.5,0.996365058712843,0.8819987026542111,1.0,0.0,108.58148481787705
SegNet-Vgg16_AdamW_False,0.9227848201969638,0.5,0.9953344391613472,0.8611045589972356,1.0,0.0,109.89047259819216

Model Name,Dice Coefficient,IoU Score,Pixel Accuracy,Precision,Recall,Hausdorff Distance,Inference Time (ms)
UNET_Adam_True,0.8395893379287328,0.5853658536585366,0.9907615475538301,0.7253405412685381,0.926829268292683,0.0,95.1355434045559
UNET_Adam_False,0.8208884299150389,0.5487804878048781,0.9878236724109184,0.6918898110231897,0.926829268292683,0.0,104.33302856073146
UNET_AdamW_True,0.8811324272556813,0.573170731707317,0.9957668955733137,0.7455771695337751,0.926829268292683,0.0,102.86101480809654
UNET_AdamW_False,0.8391518954736347,0.5487804878048781,0.9924474576624428,0.7088357668470334,0.9512195121951219,0.0,116.69513074363151

Model Name,Dice Coefficient,IoU Score,Pixel Accuracy,Precision,Recall,Hausdorff Distance,Inference Time (ms)
UNET-FFC_Adam_True,0.9049285841465171,0.573170731707317,0.9958614256323838,0.8347539429582579,0.9512195121951219,0.0,101.73511505126953
UNET-FFC_Adam_False,0.8489529746816025,0.5,0.9926216311571074,0.7724131288697511,1.0,0.0,107.8271400637743
